ProductId,ItemId,Brand,Category,ProductType,Colour,Material,ProductTitle,Image,ImageURL,MainImageId
936,B00EQ5F488,Pinzon by Amazon,Home Bed And Bath,HOME_BED_AND_BATH,Azul Oscuro,100% cotton,"Pinzon by Amazon Ultrasoft Bettwascheset, Perkal, Blau - Bijou Blue, 155x220 cm & 1 Kissenbezug (80 x 80 cm)",B00EQ5F488.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e5/e5eba46b.jpg,811RgGlvwRL
937,B0714QGLSD,Rivet,Chair,CHAIR,Pebble,Hardwood frame; Beech wood legs,"Amazon Brand - Rivet Sloane Mid-Century Modern Armchair with Tapered Legs, 32.7""W, Pebble",B0714QGLSD.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/7e/7eee102c.jpg,A11Xim8bL9L
938,B08F9Y1W5G,UMI,Home,HOME,Smaragdgrun,100% Seide,"UMI 22 Momme Seidenkissenbezug 40x60cm 1 Stuck, Seide Kissenbezug fur Haar und Haut Smaragdgrun, Beidseitig 100% Seide",B08F9Y1W5G.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/90/90190473.jpg,3172tg96e0L
939,B075HWHVN6,Rivet,Wall Art,WALL_ART,Multicolor,canvas,Amazon Brand - Rivet Mid Century Modern Abstract Mountain Landscape Wall Art Decor on Canvas - 36 x 48 Inches,B075HWHVN6.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/8f/8f8c7573.jpg,91o-tawxUGL
940,B07RHB221M,Amazon Brand - Solimo,Sofa,SOFA,Buff Beige,Leatherette,Amazon Brand - Solimo Bliss Leatherette 1 Seater Sofa (Brown),B07RHB221M.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/b1/b117a1a7.jpg,81fMHy60aZL
941,B00FXW7MLK,Amazon Collection,Finering,FINERING,Argento Placcato Platino.,METALLO,"Anello in argento Sterling placcato platino o oro con 3 pietre rotonde realizzato con zirconi Swarovski,Argento placcato platino,Size 8",B00FXW7MLK.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/a0/a0a0555e.jpg,718UY0TWZgL
942,B07NMKV9DK,Amazon Brand - Solimo,Kitchen,KITCHEN,copper,Stainless Steel,Amazon Brand - Solimo Premium Stainless Steel 16cm Saucepan with lid,B07NMKV9DK.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/43/43947df7.jpg,71q8VBeWn9L
943,B00M92MF9Q,Pinzon by Amazon,Home Bed And Bath,HOME_BED_AND_BATH,Taubengrau,mikro elyaf,"Pinzon by Amazon lastikli carsaf, mikrofiber, mikro elyaf, Taubengrau, 150 x 200 x 38",B00M92MF9Q.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/91/919e15c6.jpg,91W3uYc4S4L
944,B073P5KN79,Rivet,Wall Art,WALL_ART,Black,wood,"Amazon Brand - Rivet Modern Gold Framed Black and White Paris Map Print, 20"" x 20""",B073P5KN79.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d6/d669e437.jpg,B1Sgy1DEK0S
945,B07B4MLQ2X,Stone & Beam,Sofa,SOFA,Pewter,pewter,"Amazon Brand - Stone & Beam Andover Modern Right L-Sectional Sofa, 124""W, Pewter",B07B4MLQ2X.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/65/6553a747.jpg,81C9tVfEdxL
946,B0854C6G77,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicon,Amazon Brand - Solimo Designer Girl Boss On Wood UV Printed Soft Back Case Mobile Cover for Panasonic P100,B0854C6G77.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/6f/6f0e1998.jpg,71o7naC-PlL
947,B07B4FZK8X,Rivet,Sofa,SOFA,Hunter Green,Metal,"Amazon Brand - Rivet Edgewest Low Back Modern Loveseat, 65""W, Hunter Green",B07B4FZK8X.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e1/e1f8cc17.jpg,81fCXc+MtlL
948,B0732DDNLY,Stone & Beam,Rug,RUG,Brown,wool,"Amazon Brand - Stone & Beam Contemporary Mode Tone Wool Runner Rug, 2' 6"" x 8', Brown",B0732DDNLY.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c2/c2460e30.jpg,B10Mq7gr3FS
949,B014WC34WW,Amazon Collection,Finering,FINERING,Platinum-Plated,Metal,"Platinum-Plated Sterling Silver Halo Ring set with Cushion Cut Swarovski Zirconia (2.41 cttw), Size 5",B014WC34WW.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/de/de0321b9.jpg,81oc3jqAnML
950,B075X65QYF,Stone & Beam,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Pewter,pewter,"Amazon Brand - Stone & Beam Leila Tufted Chair, 44"" W, Pewter",B075X65QYF.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f7/f77f84ee.jpg,91uZBJObIBL
951,B07X8LZBVD,Eono,Home,HOME,Blanco,Madera,Eono by Amazon - Marco de Fotos de Madera Maciza y Cristal de Alta Definicion para Pared Fotos de 10x15 cm con paspartu y de 13x18 cm sin paspartu Blanco,B07X8LZBVD.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e0/e03b1570.jpg,51+isGUq6AL
952,B075HWTLKD,Rivet,Wall Art,WALL_ART,Multicolor,canvas,"Amazon Brand - Rivet Abstract Gold Ribbon Print on Canvas Wall Art Decor, 30"" x 30""",B075HWTLKD.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/63/63ac3cbc.jpg,A16QcHn1cDL
953,B07HSHMVM8,Stone & Beam,Rug,RUG,Unknown Color,stone,"Amazon Brand - Stone & Beam Southwestern Contemporary Area Rug, 5 x 8 Foot, Multi",B07HSHMVM8.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/54/54e4b681.jpg,A19GNNzBvoL
954,B01N1V62Z4,Amazon Essentials,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Red,metal,"Amazon Essentials Sterling Silver Round Cut Garnet Birthstone Pendant Necklace (January), 18""",B01N1V62Z4.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f5/f5b869eb.jpg,71PDemSILJL
955,B07P8STD74,Stone & Beam,Chair,CHAIR,Slate,Polyester,"Amazon Brand - Stone & Beam Bradbury Chesterfield Classic Chair, 50""W, Slate",B07P8STD74.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f5/f52f0bf1.jpg,81gRPd6mEkL
956,B075Z1NM5W,Rivet,Table,TABLE,Unknown Color,oak,"Amazon Brand - Rivet Eastport Modern Industrial Entertainment Center Console TV Stand Table, 59""W, Oak",B075Z1NM5W.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/18/185273f4.jpg,91U6GspeVHL
957,B08GKZHN9J,Amazon Brand - Solimo,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Black,Plastic,"Amazon Brand - Solimo 12-inch Wall Clock - Ulimate (Silent Movement, Black Frame)",B08GKZHN9J.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/3b/3b01c4d2.jpg,71DxRja9m2L
958,B075YNL6ZY,Stone & Beam,Wall Art,WALL_ART,Multicolor,Paper,"Amazon Brand - Stone & Beam Muted Succulents Print Framed Wall Art Decor - 20"" x 32"" Frame, Light Gold",B075YNL6ZY.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/cf/cf44f63f.jpg,81KixrXjXLL
959,B002V1H37Y,Amazon Collection,Fineearring,FINEEARRING,Unknown Color,metal,Sterling Silver Multi-Circle Link Dangle Earrings,B002V1H37Y.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/87/8711e4d4.jpg,81Giu3jYAbL
960,B076VJD6QY,Amazon Brand - Solimo,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Multicolour,PVC Vinyl,"Amazon Brand - Solimo Wall Sticker for Living Room (Lily Love, Ideal Size on Wall: 160 x 90 cm)",B076VJD6QY.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/eb/eb2109e1.jpg,81l8DBHXuqL
961,B0000BVF1T,Amazon Collection,Fineearring,FINEEARRING,950 PLAT,metal,"IGI Certified Platinum Princess Diamond Stud Earrings (3/4 cttw, G-H Color, VS2 Clarity)",B0000BVF1T.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c3/c35dada8.jpg,71mAEm7QXML
962,B075HX2JJH,Rivet,Wall Art,WALL_ART,Gold,Metal,"Amazon Brand - Rivet Abstract Gold, White, and Peach Flecks Painting on Canvas Wall Art Decor, 30"" x 30""",B075HX2JJH.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/9e/9e153bb0.jpg,91LqZhOvBkL
963,B07BWMSQ7D,Rivet,Sofa,SOFA,Charcoal Grey,Metal,"Amazon Brand - Rivet Edgewest Low Back Modern Right U-Sectional, 117""W, Charcoal Grey",B07BWMSQ7D.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/56/56e83094.jpg,815cT1oEAcL
964,B073NZGLLS,Stone & Beam,Wall Art,WALL_ART,Multicolor,canvas,"Amazon Brand - Stone & Beam Modern Purple Floral Print Wall Art, White Frame, 17.75"" x 21.75""",B073NZGLLS.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c5/c5e67571.jpg,81No1CLtgtL
965,B0735SLC3T,Stone & Beam,Rug,RUG,Unknown Color,wool,"Amazon Brand - Stone & Beam Heidi Floral Farmhouse Wool Area Rug, 8 x 10 Foot, Beige",B0735SLC3T.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/85/85e6f914.jpg,A1FSKuuoM2L
966,B08569D754,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Silicon,Amazon Brand - Solimo Designer Babby Kitty UV Printed Soft Back Case Mobile Cover for Oppo F5,B08569D754.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/13/138ab9e9.jpg,61YgHIPzt7L
967,B00SB0KD8A,AmazonBasics,Home Bed And Bath,HOME_BED_AND_BATH,Oriental Flowers,100% Cotton,"AmazonBasics 100% Cotton Duvet Set, Oriental Flowers, 155 x 200 cm & 2 Pillowcases of 80 x 80 cm",B00SB0KD8A.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c0/c0080fc0.jpg,91uzirhSBzL
968,B073P16J69,Rivet,Wall Art,WALL_ART,Black,Paper,"Amazon Brand - Rivet World Map Hemisphere Print in Black and White Vintage Wall Art, Black Frame, 30.5"" x 30.5""",B073P16J69.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/a8/a802e50f.jpg,A1PGYI6IMBL
969,B07GYS35T7,UMI,Kitchen,KITCHEN,Unknown Color,Vetro,Umi. Essentials 13 pezzi Set di vetro contenitore per alimenti con coperchio,B07GYS35T7.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/a5/a5ed3f71.jpg,81OgJFjzoGL
970,B07SK9ML28,Alkove,Table,TABLE,Core Beech,Beech,"Amazon Brand - Alkove Hayes Lift-Top Solid Wood Coffee Table with 1-Drawer, 110 x 70 x 51-70cm, Core Beech/Metal",B07SK9ML28.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/4c/4c66ea1a.jpg,71inQwWCe4L
971,B07WNDT97Z,find.,Shoes,SHOES,Unknown Color,Cuero,Marca Amazon - find. Sana-1w3-045 - Sandalias con Cuna Mujer,B07WNDT97Z.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/2f/2fe14e0e.jpg,614eCcL3FlL
972,B07XTZW9T1,Fusefit,Shoes,SHOES,Navy,Mesh,Fusefit Men's Anchor Navy Running Shoes-10 UK (44 EU) (11 US) (FFR-356_10),B07XTZW9T1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/00/000f953e.jpg,71tkbkrKbdL
973,B07CB54MLT,Rivet,Sofa,SOFA,Storm Grey,"Polyester fabric, sturdy hardwood frame and solid beech wood legs","Amazon Brand - Rivet Revolve Modern Upholstered Sofa Couch, 80""W, Storm Grey",B07CB54MLT.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/46/46f78b1a.jpg,81-34e3KjWL
974,B08569KW9C,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Plastic,Amazon Brand - Solimo Designer Leafs 3D Printed Hard Back Case Mobile Cover for Oppo A9 (2020),B08569KW9C.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/7a/7a11e52d.jpg,713S-d5AAqL
975,B073P1N3BY,Stone & Beam,Wall Art,WALL_ART,Black,canvas,"Amazon Brand - Stone & Beam Modern Persian-Style Print on Canvas, 16"" x 24""",B073P1N3BY.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/65/65751307.jpg,A1g+oS03mGL
976,B07GZY278M,Phoenix Home,Table,TABLE,Oak,Hardwood,"Phoenix Home Pavlo Mission-Style Wooden Console Table with Drawer and Shelf, Amber Oak",B07GZY278M.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/7f/7f64ab15.jpg,813HwJ8mCNL
977,B076VF41GF,Amazon Brand - Solimo,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Multicolour,PVC Vinyl,"Amazon Brand - Solimo Wall Sticker for Living Room (Flower Rain, Ideal Size on Wall - 150 cm x 140 cm), Purple",B076VF41GF.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/36/36d1ee8d.jpg,61MCRfm1-HL
978,B073P5C7HT,Rivet,Wall Art,WALL_ART,Multi,Wood,"Amazon Brand - Rivet Watercolor Green Leaf Print Wall Art in Gold Wood Frame, 12"" x 12""",B073P5C7HT.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c8/c81d7d33.jpg,81vX5wbd1oL
979,B07J2YWSJN,Rivet,Sofa,SOFA,Light Grey,Wood,"Amazon Brand - Rivet Alonzo Contemporary Upholstered Sofa Couch, 80""W, Grey",B07J2YWSJN.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/24/24003013.jpg,819C1mZ5JLL
980,B071LQHVQ8,Rivet,Rug,RUG,Ivory,sisal,"Amazon Brand - Rivet Woven Bordered Sisal Area Rug, 5 x 7 Foot, Ivory",B071LQHVQ8.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/3f/3f694445.jpg,A1fuciyo6OL
981,B07S6XJYRJ,AmazonBasics,Table,TABLE,Blanco Y Efecto Hormigon,Madera,"AmazonBasics - Mesa alta, 80 x 70 x 102 cm (largo x ancho x alto), blanco y efecto hormigon",B07S6XJYRJ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/46/46f5e7b9.jpg,71fUz1TUjEL
982,B07P6R6JYP,Amazon Brand - Solimo,Kitchen,KITCHEN,Black,Aluminium,Amazon Brand - Solimo Hard Anodized Deep Kadhai (1 litre),B07P6R6JYP.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/8b/8bec1c4c.jpg,61k+SYhe5BL
983,B000HC0E16,Strathwood by Amazon.com,Table,TABLE,Black,Aluminum,Strathwood Falkner 72-Inch Dining Table with Umbrella Hole,B000HC0E16.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/e1/e1e6f4fa.jpg,41AC4cl4o3L
984,B075YLPZB1,Stone & Beam,Wall Art,WALL_ART,Multicolor,Paper,"Amazon Brand - Stone & Beam Vintage 'Golden Age' Aviation Poster, Antiqued Wood-Tone Frame, 20"" x 20""",B075YLPZB1.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f4/f492eaa2.jpg,A1idEnrjyOL
985,B01M06ZCLA,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Gold Uber Silber,metall,Amazon Collection Women's 925 Rhodium-Plated Silver,B01M06ZCLA.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/9a/9ae11e79.jpg,81SUz8WVpbL
986,B07HSFB4Y7,Stone & Beam,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Ivory,stone,"Amazon Brand - Stone & Beam Leon Kitchen Counter Bar Stool 45 Inch Height, Ivory",B07HSFB4Y7.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/a6/a67a47d2.jpg,818UHjEgoKL
987,B07BWK58CN,Stone & Beam,Chair,CHAIR,Charcoal,Leather,"Amazon Brand - Stone & Beam Andover Leather Left-Facing L-Shaped Sectional, 124""W, Charcoal",B07BWK58CN.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/9b/9b9039ae.jpg,71saL1ieBiL
988,B08511HKW5,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Plastic,Amazon Brand - Solimo Designer Multicolor Smash Paint 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy M21,B08511HKW5.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/9a/9a8c334d.jpg,81+Jp6V-TsL
989,B073P13P8Y,Rivet,Wall Art,WALL_ART,Multi,canvas,"Amazon Brand - Rivet Fall Red and Green Floral Canvas Print, 16"" x 24""",B073P13P8Y.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d4/d4650cea.jpg,81Tfh7HxMNL
990,B00CB8KD1U,Unknown,Home,HOME,Platinum,Cotton,"Pinzon Reversible Chenille Bath Mat, 21-by-34-Inch, Platinum",B00CB8KD1U.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/7c/7c126072.jpg,91XxIeRpIxL
991,B07VTD6F4X,Amazon Brand - Symbol,Shoes,SHOES,White,Canvas,Amazon Brand - Symbol Men's White Sneakers-11 UK (45 EU) (12 US) (AZ-SY-414),B07VTD6F4X.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/64/6406f8a4.jpg,71hKOfdfVKL
992,B000IK09Q2,Amazon Collection,Fineearring,FINEEARRING,Yellow,Metal,"10k Yellow Gold Round Cut Diamond Stud Earrings (1/10 cttw, J-K Color, I3 Clarity)",B000IK09Q2.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/cc/cc0d4d40.jpg,51DAj1l1V9L
993,B07W3LR8Y6,Rivet,Table,TABLE,Brown,"placage en noyer et panneaux MDF, base en metal a revetement par poudre noir","Marque Amazon - Rivet Table d'appoint, 38 x 41 cm, Finition noyer/metal noir",B07W3LR8Y6.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/fb/fbf77e71.jpg,712DBxGKFCL
994,B01F5MZOI0,Amazon Collection,Fineearring,FINEEARRING,Yellow,Metal,18k Yellow Gold Plated Sterling Silver Filigree Ball Leverback Dangle Earrings,B01F5MZOI0.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/24/2487de38.jpg,71grf1wfNjL
995,B0735V4DZC,Stone & Beam,Rug,RUG,Ivory,wool,"Amazon Brand - Stone & Beam Contemporary Doily Wool Farmhouse Runner Rug, 2' 6"" x 8', Ivory",B0735V4DZC.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/d1/d1caeb7f.jpg,B1yo7pepi2S
996,B075X4N3FM,Rivet,Sofa,SOFA,Otter Grey,Velvet,"Amazon Brand - Rivet Aiden Tufted Mid-Century Modern Velvet Bench Seat Sofa Couch, 86.6""W, Otter Grey",B075X4N3FM.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/fe/fed6210c.jpg,81zyONlBOCL
997,B01F7B2M0C,Amazon Collection,Fineearring,FINEEARRING,Unknown Color,metal,Amazon CollectionRhodium Plated Sterling Silver Cushion Cut Created Emerald 5mm and Created White Sapphire Halo Stud Earrings,B01F7B2M0C.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c3/c38d1143.jpg,51K8AWLcDLL
998,B07SH7HSSY,Alkove,Table,TABLE,Madera de Haya,Madera de ingenieria,"Marca Amazon - Alkove Hayes - Mesa de comedor fija de estilo clasico, 150 x 90 x 77 cm, madera de haya",B07SH7HSSY.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/78/786e1778.jpg,61VMeMQclqL
999,B074PTRQMW,Amazon Collection,Finering,FINERING,Citrine,Not applicable,"Yellow Gold Plated Sterling Silver Oval-Shaped Citrine and Swarovski Zirconia Textured Finish Ring, Size 6",B074PTRQMW.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/85/852f53d5.jpg,61hh-TydDgL
1000,B07B4DB7TT,Rivet,Sofa,SOFA,Grey Linen,Linen,"Amazon Brand - Rivet Edgewest Low Back Modern Left U-Sectional, 117""W, Grey Linen",B07B4DB7TT.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/8b/8b1660eb.jpg,51m-bPVLHkL
1001,B076VFXNZC,Amazon Brand - Solimo,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,multi,PVC Vinyl,"Amazon Brand - Solimo Wall Sticker for Living Room (Rain Rain Go Away, Ideal Size on Wall - 65 cm x 84 cm)",B076VFXNZC.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/bc/bcdbae1c.jpg,51otNyUswgL
1002,B07B4MRPTG,Stone & Beam,Chair,CHAIR,Light Blue,stone,"Amazon Brand - Stone & Beam Brandeberry Farmhouse Charles of London Loveseat, 58""W, Light Blue",B07B4MRPTG.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/7e/7eb11069.jpg,91xQwDwpifL
1003,B07GDMBZJJ,Rivet,Table,TABLE,Walnut/Black Metal Base,"MDF with walnut veneer, powder coated metal","Amazon Brand - Rivet Leaf-Shaped Coffee Table, 120 x 60 x 36cm, MDF with Walnut Veneer/Black Metal Base",B07GDMBZJJ.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/3f/3f2289cc.jpg,51Qc67rreyL
1004,B07B51JJL6,Stone & Beam,Rug,RUG,"Gray, Ivory, Yellow",stone,"Amazon Brand - Stone & Beam Casual Plaid Area Rug, 5 x 8 Foot, Flatweave, Grey, Ivory, Yellow",B07B51JJL6.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/b0/b0bfefc1.jpg,91ZF3SopQLL
1005,B0853WQCKG,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Plastic,Amazon Brand - Solimo Designer Pink Flowers 3D Printed Hard Back Case Mobile Cover for Huawei Honor 7A,B0853WQCKG.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/fe/fe51ee1f.jpg,71WpohikCYL
1006,B07DT66Q2X,AmazonBasics,Home Bed And Bath,HOME_BED_AND_BATH,White,100% Polyester,"AmazonBasics Knitted Chenille Throw Blanket - 50 x 60 Inches, White",B07DT66Q2X.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ea/eaf4cb61.jpg,71JPJNOfQgL
1007,B07QZRR59P,Amazon Brand - Solimo,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Navy Blue,Plastic,"Amazon Brand - Solimo 2-Door Foldable Wardrobe, 6 Racks, Navy Blue",B07QZRR59P.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/c6/c6a3168f.jpg,91Oggkw35WL
1008,B07T1JPT3C,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Others,Canvas,Amazon Brand - Solimo Designer Multi Shape Patterns 3D Printed Hard Back Case Mobile Cover for Micromax Canvas Unite 2 A106,B07T1JPT3C.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f2/f2bbb365.jpg,811gmPAf1qL
1009,B073P12T8C,Rivet,Wall Art,WALL_ART,Espresso,canvas,"Amazon Brand - Rivet Splattered Grey Wolf Canvas Wall Art, Espresso Frame, 31.75"" x 41.75""",B073P12T8C.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/df/df7f974c.jpg,81OTVKQ-BGL
1010,B0853X2F3K,Amazon Brand - Solimo,Cellular Phone Case,CELLULAR_PHONE_CASE,Multicolor,Plastic,Amazon Brand - Solimo Designer Quotes 3D Printed Hard Back Case Mobile Cover for Realme 3 / Realme 3i,B0853X2F3K.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/f5/f56c9194.jpg,61oDXk4s2qL
1011,B002EZYY5G,Pinzon by Amazon,Kitchen,KITCHEN,Black,Carbon,"Pinzon Replacement Filters for Compost Pail, 2 Pack",B002EZYY5G.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/47/473c1d07.jpg,91SjMeMdNVL
1012,B07B4WH5JB,Rivet,Rug,RUG,Citron,jute,"Amazon Brand - Rivet Contemporary Striated Jute Rug, 5' 9"" x 3' 9"", Citron",B07B4WH5JB.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/87/87c61bfa.jpg,91CXvfJNaNL
1013,B07Z43HLY4,Amazon Brand - Solimo,Kitchen,KITCHEN,Silver,Stainless Steel,"(Renewed) Amazon Brand - Solimo Stainless Steel Nested Containers Set, 5-Pieces, Silver",B07Z43HLY4.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/bb/bb1a9f2b.jpg,61KE9v96ekL
1014,B07TLFBRKD,AmazonBasics,Chair,CHAIR,Light Pink,Leather,"AmazonBasics LeatherSoft Kids/Youth Recliner with Armrest Storage, 5+ Age Group, Light Pink",B07TLFBRKD.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/90/9098fdf0.jpg,71f0nTRTJPL
1015,B075R8PJFY,Amazon Brand - Solimo,Home Bed And Bath,HOME_BED_AND_BATH,Black,Polyester,"Amazon Brand - Solimo Room Darkening Blackout Door Curtain, 7 Feet - Set of 1 (Black)",B075R8PJFY.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/ab/ab0edce3.jpg,91q93bGdUzL
1016,B00IWV6BEI,Amazon Collection,Finenecklacebraceletanklet,FINENECKLACEBRACELETANKLET,Unknown Color,Unknown Material,"on( 1 / 10 cttw )7.25 """,B00IWV6BEI.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/73/737a5272.jpg,71-s5nNNaRL
1017,B07B4SCB53,Stone & Beam,Home Furniture And Decor,HOME_FURNITURE_AND_DECOR,Curious Weave Charcoal,stone,"Amazon Brand - Stone & Beam Katama Slipcover Queen Size Headboard, 66""W, Curious Charcoal",B07B4SCB53.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/dc/dcd32417.jpg,91mo7hzfolL
1018,B07VNR1ZQK,Amazon Brand - Symbol,Shoes,SHOES,L.Grey/ White,Knit,Amazon Brand - Symbol Men's L.Grey/White Textile Sneakers-10 UK (AZ-YS-193),B07VNR1ZQK.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/9e/9eb8fe52.jpg,91JBL7ybLXL
1019,B081TGCNF3,AmazonBasics,Kitchen,KITCHEN,Black,Aluminium,AmazonBasics - 8 Piece Non-Stick Cookware Set (without Induction Base),B081TGCNF3.jpg,https://amazon-berkeley-objects.s3.amazonaws.com/images/small/72/728d125c.jpg,81-sJRhEapL
